Branch
From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
150386,MINGUS 3 1,150089,MINGUS 2 1,1,Closed,Line,NO,-23.9,2.2,24.0,259.0,9.3,0.02,-1.29
110337,BELLAIRE 18 2,110773,HOUSTON 25 2,1,Closed,Line,NO,22.4,-8.5,24.0,118.7,20.2,0.05,-0.10
110967,HOCKLEY 6 2,110969,HOCKLEY 6 4,1,Closed,Transformer,YES,-23.8,-3.1,24.0,101.2,23.8,0.04,0.56
110415,CHANNELVIEW 3 2,110416,CHANNELVIEW 4 1,1,Closed,Line,NO,20.1,13.1,24.0,114.5,21.0,0.03,-0.05
111059,SPRING 28 1,111056,SPRING 26 2,1,Closed,Line,NO,-23.8,-2.9,24.0,132.7,18.1,0.05,0.04
130089,MESQUITE 7 1,130183,MESQUITE 22 1,1,Closed,Line,NO,-6.1,-23.2,24.0,100.7,23.8,0.02,-0.17
110544,WEBSTER 8 1,110560,DEER PARK 11 1,1,Closed,Line,NO,18.4,-15.3,23.9,126.6,18.9,0.11,-0.02
120259,LACKLAND A F B 6 2,120286,SAN ANTONIO 25 1,1,Closed,Line,NO,12.6,-20.3,23.9,71.4,33.5,0.10,-0.43
110134,EL CAMPO 4 1,110025,EL CAMPO 2 1,1,Closed,Line,NO,-23.6,-3.5,23.9,219.6,10.9,0.02,-0.96
111109,PASADENA 4 1,111116,PASADENA 5 1,1,Closed,Line,NO,19.4,-13.9,23.9,89.4,26.7,0.05,-0.11
110279,KATY 67 1,110285,KATY 71 1,1,Closed,Line,NO,12.2,-20.5,23.9,120.2,19.9,0.02,-0.15
180049,ASHERTON 1 1,180048,CARRIZO SPRINGS 1 1,1,Closed,Line,NO,23.2,-5.8,23.9,233.1,10.2,0.02,-2.17
210097,COMANCHE 2 1,210069,SIDNEY 1 1,1,Closed,Line,NO,-22.4,8.1,23.8,273.4,8.8,0.01,-0.88
110875,FRESNO 1 1,110876,PEARLAND 9 1,1,Closed,Line,NO,8.0,-22.4,23.8,121.9,19.8,0.23,0.34
150281,BURLESON 9 1,260131,LILLIAN 2 1,1,Closed,Line,NO,20.6,-11.9,23.8,115.7,20.6,0.06,-0.29
120084,BOERNE 2 1,120083,BOERNE 1 1,1,Closed,Line,NO,-23.0,6.4,23.8,312.8,7.8,0.01,-1.74
140226,MANCHACA 11 1,140209,MANCHACA 6 1,1,Closed,Line,NO,-11.4,20.9,23.8,132.9,17.9,0.04,0.04
160211,TIVOLI 4 1,160241,BLOOMINGTON 4 1,1,Closed,Line,NO,-21.0,11.2,23.8,229.9,10.5,0.02,-0.65
270136,DRIPPING SPRINGS 8 1,270137,DRIPPING SPRINGS 9 1,1,Closed,Line,NO,23.6,2.9,23.8,106.1,22.4,0.07,-0.19
250279,DIBOLL 3 1,250037,DIBOLL 1 1,1,Closed,Line,NO,-23.2,5.2,23.8,233.9,10.3,0.00,-1.60
250137,MOUNT ENTERPRISE 2 1,250311,MOUNT ENTERPRISE 3 1,1,Closed,Line,NO,-21.2,10.7,23.8,311.6,7.7,0.00,-0.12
210091,HICO 1 2,210084,CARLTON 2 1,1,Closed,Line,NO,-23.8,1.3,23.8,263.0,9.1,0.02,-0.62
230127,CALDWELL 3 1,230228,SOMERVILLE 4 1,1,Closed,Line,NO,-23.6,2.6,23.8,239.5,10.2,0.02,-3.19
110376,MAGNOLIA 5 2,110370,MAGNOLIA 1 1,1,Closed,Line,NO,-19.7,13.3,23.8,134.3,17.7,0.09,0.13
110619,THOMPSONS 1 1,110672,SUGAR LAND 53 1,1,Closed,Line,NO,23.6,2.8,23.8,120.1,19.8,0.08,-0.26
110215,KATY 23 1,110248,KATY 45 1,1,Closed,Line,NO,22.7,-6.9,23.8,109.5,21.7,0.03,-0.62
150519,SEYMOUR 3 1,190166,GOREE 1 1,1,Closed,Line,NO,-23.6,-2.5,23.8,273.9,8.7,0.05,-1.55
140314,HORSESHOE BAY 4 3,140315,HORSESHOE BAY 4 4,1,Closed,Transformer,YES,23.3,4.6,23.7,35.1,67.6,0.00,0.05
140313,HORSESHOE BAY 4 2,140315,HORSESHOE BAY 4 4,1,Closed,Transformer,YES,23.3,4.6,23.7,35.1,67.6,0.00,0.05
110800,GALENA PARK 13 2,110778,HOUSTON 28 1,1,Closed,Line,NO,23.7,-1.9,23.7,129.6,18.3,0.06,0.13
140024,ROSANKY 1 1,140020,RED ROCK 1 1,1,Closed,Line,NO,-22.8,6.5,23.7,254.0,9.5,0.04,-1.12
150535,KENNEDALE 9 1,260072,KENNEDALE 14 1,1,Closed,Line,NO,23.5,-2.9,23.7,108.1,21.9,0.06,-0.12
150535,KENNEDALE 9 1,150343,KENNEDALE 7 3,1,Closed,Line,NO,-23.5,2.9,23.7,107.3,22.1,0.09,-0.05
150255,ARGYLE 3 2,170444,DENTON 8 1,1,Closed,Line,NO,22.2,-8.1,23.7,124.0,19.1,0.21,-0.26
140135,AUSTIN 39 1,140138,AUSTIN 39 4,1,Closed,Transformer,YES,23.4,3.7,23.7,131.3,18.0,0.02,0.58
270167,NEW BRAUNFELS 2 2,270170,NEW BRAUNFELS 4 1,1,Closed,Line,NO,11.4,-20.7,23.7,130.0,18.2,0.04,-0.06
210068,EARLY 1 1,210075,MULLIN 2 1,1,Closed,Line,NO,20.3,-12.1,23.6,249.3,9.5,0.03,-1.92
160213,BISHOP 4 1,160032,BANQUETE 1 1,1,Closed,Line,NO,21.9,-8.7,23.6,247.3,9.5,0.05,-2.28
200193,HARGILL 5 1,200171,EDINBURG 16 1,1,Closed,Line,NO,-23.4,-2.9,23.6,1103.6,2.3,0.00,-11.62
160296,BLOOMINGTON 5 1,160298,BLOOMINGTON 5 3,1,Closed,Transformer,YES,-23.4,-2.6,23.6,302.5,7.8,0.01,0.26
170116,MCKINNEY 6 1,170129,MCKINNEY 9 1,1,Closed,Line,NO,-21.6,9.4,23.6,105.9,22.3,0.06,-0.05
250230,WHITEHOUSE 2 1,250252,WHITEHOUSE 4 1,1,Closed,Line,NO,-16.9,16.5,23.6,234.2,10.2,0.01,-0.41
230210,BRYAN 4 1,230222,BRYAN 8 1,1,Closed,Line,NO,23.1,-4.8,23.6,222.3,10.6,0.02,-0.43
111056,SPRING 26 2,111074,SPRING 33 1,1,Closed,Line,NO,19.6,13.0,23.6,156.9,15.0,0.08,0.05
110221,KATY 27 1,110285,KATY 71 1,1,Closed,Line,NO,-11.4,20.6,23.5,119.8,19.7,0.02,0.01
230240,ROCKDALE 6 1,230218,ROCKDALE 4 1,1,Closed,Line,NO,-11.2,-20.7,23.5,243.9,9.6,0.02,-0.90
110746,KINGWOOD 1 2,110751,HUFFMAN 2 2,1,Closed,Line,NO,-22.5,-6.8,23.5,112.6,20.9,0.05,-0.27
110276,KATY 65 1,110249,KATY 46 1,1,Closed,Line,NO,10.6,20.9,23.5,102.4,22.9,0.02,-0.02
250039,POLLOK 1 1,250339,POLLOK 4 1,1,Closed,Line,NO,22.0,-8.2,23.5,258.8,9.1,0.01,-4.28
210238,LIBERTY HILL 5 1,210234,LIBERTY HILL 4 1,1,Closed,Line,NO,-0.7,23.5,23.5,119.7,19.7,0.24,-0.08
140049,THRALL 2 1,140048,THORNDALE 1 1,1,Closed,Line,NO,23.0,-4.5,23.5,281.3,8.3,0.02,-1.88
110447,KEMAH 2 1,110457,BACLIFF 1 1,1,Closed,Line,NO,23.4,-1.5,23.5,104.4,22.5,0.08,0.04
150289,NAVAL AIR STATION_ JRB 5 1,150299,FORT WORTH 20 1,1,Closed,Line,NO,-21.6,9.2,23.5,267.8,9.2,0.01,-2.40
110832,HOUSTON 40 1,111016,BELLAIRE 40 1,1,Closed,Line,NO,-5.8,22.7,23.4,94.4,24.8,0.17,0.08
140136,AUSTIN 39 2,140138,AUSTIN 39 4,1,Closed,Transformer,YES,-23.3,-2.5,23.4,81.0,29.1,0.05,0.60
120161,KERRVILLE 7 1,120152,KERRVILLE 4 2,1,Closed,Line,NO,22.7,-5.8,23.4,273.6,8.6,0.01,-1.14
130230,DESOTO 15 1,130235,DESOTO 19 1,1,Closed,Line,NO,7.0,-22.3,23.4,124.3,18.8,0.01,-0.02
250061,HUNTINGTON 1 1,250062,HUNTINGTON 2 1,1,Closed,Line,NO,-23.3,2.7,23.4,257.0,9.3,0.02,-2.67
170032,KAUFMAN 7 1,170034,WILLS POINT 2 1,1,Closed,Line,NO,-23.4,-1.4,23.4,252.0,9.3,0.02,-0.86
110560,DEER PARK 11 1,111101,PASADENA 2 2,1,Closed,Line,NO,15.2,-17.8,23.4,107.5,21.8,0.05,-0.04
110829,SPRING 7 2,110843,SPRING 11 1,1,Closed,Line,NO,-21.0,10.4,23.4,139.5,16.8,0.02,-0.03
150308,CROWLEY 3 2,150314,NAVAL AIR STATION_ JRB 14 1,1,Closed,Line,NO,-22.7,-5.7,23.4,142.8,16.4,0.08,-0.24
140279,GEORGETOWN 4 1,140271,GEORGETOWN 2 1,1,Closed,Line,NO,-21.4,-9.3,23.4,155.8,15.0,0.09,-0.08
120048,PEARSALL 3 1,120049,DILLEY 1 1,1,Closed,Line,NO,-23.2,-3.0,23.4,269.1,8.7,0.02,-2.17
111381,THOMPSONS 8 1,111338,THOMPSONS 7 2,1,Closed,Line,NO,13.1,19.3,23.3,285.3,8.2,0.00,-0.07
140018,DALE 1 1,140030,RED ROCK 2 1,1,Closed,Line,NO,-20.2,-11.5,23.3,267.1,8.7,0.03,-0.39
120121,UTOPIA 1 1,120125,TARPLEY 2 1,1,Closed,Line,NO,23.2,-1.8,23.3,232.2,10.0,0.02,-3.74
110307,HUFFMAN 1 1,110763,KINGWOOD 8 2,1,Closed,Line,NO,19.0,-13.5,23.3,99.8,23.3,0.05,-2.06
230117,HEARNE 1 1,230125,GAUSE 1 1,1,Closed,Line,NO,-23.2,-1.9,23.3,260.3,9.0,0.03,-3.74
120395,CONVERSE 7 1,120508,CONVERSE 11 1,1,Closed,Line,NO,23.2,-0.9,23.2,113.5,20.5,0.02,0.02
110381,TOMBALL 6 1,110383,MAGNOLIA 6 1,1,Closed,Line,NO,-22.1,-7.3,23.2,270.5,8.6,0.02,-0.51
111255,HOUSTON 49 1,110335,BELLAIRE 17 2,1,Closed,Line,NO,-23.1,2.8,23.2,110.2,21.1,0.02,-0.08
270154,SAN MARCOS 2 2,270159,SAN MARCOS 5 1,1,Closed,Line,NO,12.1,19.9,23.2,332.9,7.3,0.01,-1.21
120034,DEVINE 2 1,120030,CASTROVILLE 1 1,1,Closed,Line,NO,21.8,-7.9,23.2,231.8,10.0,0.01,-6.79
210236,GEORGETOWN 6 1,140274,GEORGETOWN 3 3,1,Closed,Line,NO,-22.7,-4.8,23.2,114.0,20.4,0.06,0.01
130218,LANCASTER 12 1,130253,WILMER 6 1,1,Closed,Line,NO,15.8,-17.0,23.2,112.7,20.6,0.05,-0.01
210256,TEMPLE 1 1,210277,TEMPLE 5 3,1,Closed,Line,NO,-23.2,1.2,23.2,144.2,16.1,0.03,-0.02
130140,DUNCANVILLE 11 1,130142,DUNCANVILLE 12 2,1,Closed,Line,NO,-15.5,-17.3,23.2,137.6,16.9,0.06,0.01
260098,ALVARADO 3 1,260132,LILLIAN 3 1,1,Closed,Line,NO,22.7,-4.5,23.2,104.6,22.2,0.14,0.17
110794,HOUSTON 34 2,110769,HOUSTON 22 1,1,Closed,Line,NO,23.1,-2.5,23.2,126.2,18.4,0.02,-0.00
210137,WACO 8 1,210134,WACO 5 2,1,Closed,Line,NO,-22.3,-6.3,23.2,114.7,20.3,0.10,0.04
260165,ARGYLE 4 1,260166,ARGYLE 5 1,1,Closed,Line,NO,-23.2,0.5,23.2,130.9,17.7,0.04,-0.27
170353,ROWLETT 5 1,170387,ROWLETT 12 1,1,Closed,Line,NO,-9.2,21.2,23.2,89.8,25.8,0.03,0.05
230144,FRANKLIN 1 1,230170,JEWETT 3 1,1,Closed,Line,NO,-23.0,2.2,23.2,258.4,9.3,0.13,-3.97
110168,HOUSTON 1 1,110755,KINGWOOD 4 1,1,Closed,Line,NO,-20.9,10.0,23.1,109.6,21.3,0.25,0.05
210087,HAMILTON 2 1,210305,HAMILTON 4 1,1,Closed,Line,NO,-23.1,0.4,23.1,285.8,8.1,0.01,-1.57
130168,DALLAS 23 1,130184,MESQUITE 23 1,1,Closed,Line,NO,20.5,-10.8,23.1,112.5,20.6,0.02,0.01
120349,SAINT HEDWIG 4 1,120508,CONVERSE 11 1,1,Closed,Line,NO,-23.1,1.0,23.1,118.2,19.7,0.12,0.16
170489,WOLFE CITY 2 1,170504,WOLFE CITY 3 1,1,Closed,Line,NO,23.1,-1.3,23.1,278.3,8.3,0.01,-0.53
110863,MONTGOMERY 3 1,110861,MONTGOMERY 1 2,1,Closed,Line,NO,-23.0,-2.1,23.1,120.1,19.3,0.05,0.01
120202,BOERNE 9 1,120212,BOERNE 10 2,1,Closed,Line,NO,-20.2,11.2,23.1,112.4,20.6,0.12,0.19
170149,ROYSE CITY 2 2,170160,FATE 2 1,1,Closed,Line,NO,22.1,6.6,23.1,105.4,21.9,0.05,-0.21
120082,COMFORT 1 1,120165,COMFORT 7 1,1,Closed,Line,NO,-21.9,7.4,23.1,252.7,9.5,0.01,-2.42
110221,KATY 27 1,110594,CYPRESS 34 1,1,Closed,Line,NO,9.5,-21.0,23.1,118.0,19.5,0.03,-0.27
120231,SAN ANTONIO 3 1,120282,SAN ANTONIO 21 1,1,Closed,Line,NO,-19.5,12.4,23.1,113.6,20.4,0.09,-0.17
120391,UNIVERSAL CITY 10 2,120423,UNIVERSAL CITY 15 1,1,Closed,Line,NO,22.5,5.1,23.1,136.5,16.9,0.07,-0.09
220227,LAMESA 2 1,220228,LAMESA 2 2,1,Closed,Transformer,YES,-21.4,-8.6,23.1,354.9,6.5,0.00,0.15
250123,ARP 2 1,250122,WINONA 1 1,1,Closed,Line,NO,-21.7,7.8,23.0,258.6,9.1,0.03,-1.05
210097,COMANCHE 2 1,210298,COMANCHE 3 1,1,Closed,Line,NO,21.4,-8.4,23.0,273.2,8.4,0.02,-0.94
110448,WEBSTER 5 1,110433,WEBSTER 1 2,1,Closed,Line,NO,-13.1,18.9,23.0,127.4,18.1,0.02,-0.03
200022,SAN BENITO 4 1,200046,LOS INDIOS 2 1,1,Closed,Line,NO,-23.0,0.2,23.0,279.9,8.2,0.01,-0.35
180051,COTULLA 1 1,120062,CHARLOTTE 3 1,1,Closed,Line,NO,22.9,-2.4,23.0,258.8,8.9,0.12,-1.98
120167,BOERNE 8 1,120166,BERGHEIM 2 1,1,Closed,Line,NO,22.8,-3.2,23.0,267.0,8.6,0.01,-1.31
200205,SULLIVAN CITY 3 1,200175,PENITAS 2 1,1,Closed,Line,NO,-22.9,-1.2,23.0,979.0,2.6,0.00,-11.07
130017,SCURRY 2 1,130340,KAUFMAN 5 1,1,Closed,Line,NO,22.2,-5.7,23.0,226.7,10.1,0.04,-2.88
170357,ROWLETT 7 1,170353,ROWLETT 5 1,1,Closed,Line,NO,-6.2,22.1,22.9,93.0,24.7,0.03,0.02
180094,SALINENO 1 1,180105,ROMA 6 1,1,Closed,Line,NO,-21.5,8.0,22.9,259.8,9.6,0.02,-4.54
120261,LACKLAND A F B 7 2,120408,LACKLAND A F B 17 1,1,Closed,Line,NO,22.6,3.7,22.9,117.9,19.4,0.06,-0.10
110890,PEARLAND 12 2,110783,SOUTH HOUSTON 3 1,1,Closed,Line,NO,21.4,8.1,22.9,105.1,21.8,0.08,0.05
110394,MONT BELVIEU 1 1,110401,BAYTOWN 6 1,1,Closed,Line,NO,-9.2,21.0,22.9,141.7,16.4,0.20,-0.19
110310,NEW CANEY 4 2,110301,PORTER 2 1,1,Closed,Line,NO,12.8,-19.0,22.9,113.2,20.2,0.09,0.00
170122,PROSPER 4 1,170124,CELINA 1 1,1,Closed,Line,NO,-22.0,6.3,22.9,106.6,21.6,0.07,-0.08
130342,FORNEY 2 1,130338,FORNEY 1 1,1,Closed,Line,NO,14.7,-17.6,22.9,325.5,7.0,0.01,-1.70
140162,DEL VALLE 5 2,140164,DEL VALLE 7 1,1,Closed,Line,NO,16.4,16.0,22.9,115.4,19.9,0.13,-0.28
170040,RANDOLPH 1 1,170058,BAILEY 1 1,1,Closed,Line,NO,-22.5,-4.1,22.9,266.4,8.6,0.03,-0.91
110660,MISSOURI CITY 4 1,110658,MISSOURI CITY 2 1,1,Closed,Line,NO,12.5,19.2,22.9,110.1,20.8,0.04,0.02
150345,CROWLEY 9 2,150344,CROWLEY 9 1,1,Closed,Transformer,YES,-22.8,-2.1,22.9,140.7,16.3,0.01,0.35
200110,BROWNSVILLE 9 1,200104,BROWNSVILLE 7 1,1,Closed,Line,NO,21.4,-8.0,22.9,260.5,8.8,0.01,-0.36
120280,LACKLAND A F B 9 2,120273,LACKLAND A F B 8 1,1,Closed,Line,NO,15.0,-17.2,22.8,114.1,20.1,0.10,0.18
110658,MISSOURI CITY 2 1,110923,FRESNO 6 1,1,Closed,Line,NO,19.6,-11.7,22.8,152.1,15.0,0.11,-0.59
140025,PAIGE 2 1,140014,BASTROP 1 1,1,Closed,Line,NO,21.1,8.8,22.8,309.7,7.6,0.02,-1.39
250151,CLARKSVILLE 1 1,250165,AVERY 3 1,1,Closed,Line,NO,22.3,-4.6,22.8,284.5,8.0,0.05,-1.25
110647,STAFFORD 3 1,110607,STAFFORD 1 2,1,Closed,Line,NO,-22.3,-4.5,22.8,126.6,18.0,0.03,0.03
110234,CYPRESS 17 1,110237,CYPRESS 20 1,1,Closed,Line,NO,21.7,6.8,22.8,101.1,22.5,0.05,-0.10
120258,LACKLAND A F B 6 1,120260,LACKLAND A F B 7 1,1,Closed,Line,NO,-11.6,-19.6,22.8,261.3,8.7,0.01,-0.48
130191,MESQUITE 29 2,130193,MESQUITE 29 4,1,Closed,Transformer,YES,-22.2,4.9,22.8,83.1,27.4,0.03,0.69
250064,CHESTER 1 1,250283,ZAVALLA 3 1,1,Closed,Line,NO,-21.6,7.3,22.8,241.9,9.8,0.02,-2.60
110617,SUGAR LAND 12 1,110673,SUGAR LAND 54 1,1,Closed,Line,NO,-22.4,4.1,22.8,141.9,16.1,0.01,-0.48
210239,FLORENCE 3 1,210238,LIBERTY HILL 5 1,1,Closed,Line,NO,4.5,-22.3,22.8,91.9,24.9,0.14,0.12
150287,NAVAL AIR STATION_ JRB 3 2,150294,KELLER 13 2,1,Closed,Line,NO,-15.0,-17.1,22.8,155.4,14.7,0.05,-0.92
130088,MESQUITE 6 1,130291,DALLAS 39 1,1,Closed,Line,NO,7.6,-21.5,22.8,129.8,17.5,0.07,-0.39
150275,KELLER 11 1,150268,KELLER 7 1,1,Closed,Line,NO,-21.1,8.5,22.8,130.6,17.5,0.07,0.11
240079,GOODFELLOW AFB 1 1,240188,GOODFELLOW AFB 13 1,1,Closed,Line,NO,-21.5,7.4,22.8,238.1,9.9,0.03,-2.08
110451,SEABROOK 2 1,110540,SEABROOK 4 1,1,Closed,Line,NO,-1.5,-22.7,22.7,129.0,17.6,0.04,-0.29
150006,WICHITA FALLS 1 1,150354,WICHITA FALLS 6 1,1,Closed,Line,NO,-1.0,22.7,22.7,315.3,7.7,0.01,-1.61
170414,GARLAND 75 1,170422,GARLAND 83 1,1,Closed,Line,NO,-12.9,-18.7,22.7,119.0,19.1,0.02,-0.07
140024,ROSANKY 1 1,140026,SMITHVILLE 3 1,1,Closed,Line,NO,21.7,-6.7,22.7,251.8,9.0,0.06,-2.80
170140,PILOT POINT 2 1,170147,PROSPER 8 1,1,Closed,Line,NO,-22.7,-0.8,22.7,109.5,20.9,0.13,-1.00
250104,TALCO 1 1,250272,MOUNT VERNON 2 1,1,Closed,Line,NO,22.7,-1.3,22.7,250.7,9.1,0.03,-1.54
210237,JARRELL 2 1,210244,GEORGETOWN 9 1,1,Closed,Line,NO,20.0,10.7,22.7,119.8,19.0,0.13,0.14
210038,GATESVILLE 5 1,210350,FORT HOOD 6 1,1,Closed,Line,NO,22.6,1.9,22.7,242.6,9.6,0.06,-4.20
110400,HIGHLANDS 2 1,110389,BAYTOWN 1 1,1,Closed,Line,NO,-5.7,22.0,22.7,102.3,22.3,0.10,-0.06
110222,CYPRESS 13 1,111038,CYPRESS 46 1,1,Closed,Line,NO,15.7,-16.3,22.7,122.3,18.5,0.03,-0.72
270169,NEW BRAUNFELS 3 2,270178,NEW BRAUNFELS 11 1,1,Closed,Line,NO,22.6,1.5,22.7,118.2,19.2,0.09,0.05
170403,GARLAND 65 1,170406,GARLAND 68 1,1,Closed,Line,NO,-9.9,20.4,22.7,83.8,27.3,0.01,-0.18
210156,SALADO 1 2,210155,SALADO 1 1,1,Closed,Transformer,YES,-22.5,-2.4,22.7,96.6,23.5,0.01,0.26
270016,HALLETTSVILLE 1 1,270098,HALLETTSVILLE 7 1,1,Closed,Line,NO,-22.5,2.2,22.7,230.9,9.8,0.02,-0.28
170041,WHITEWRIGHT 1 1,170064,DENISON 2 1,1,Closed,Line,NO,21.3,-7.8,22.6,270.9,8.4,0.04,-5.93
130190,MESQUITE 29 1,130175,MESQUITE 16 1,1,Closed,Line,NO,-22.3,3.8,22.6,225.3,10.1,0.01,-0.49
130190,MESQUITE 29 1,130193,MESQUITE 29 4,1,Closed,Transformer,YES,22.3,-3.8,22.6,134.8,16.8,0.02,0.42
110879,PEARLAND 11 1,110881,MANVEL 3 1,1,Closed,Line,NO,22.6,1.1,22.6,269.3,8.4,0.01,-0.69
110882,MANVEL 3 2,110881,MANVEL 3 1,1,Closed,Transformer,YES,-22.5,-1.5,22.6,173.8,13.0,0.01,0.28
260091,GRANDVIEW 1 2,260095,ALVARADO 2 1,1,Closed,Line,NO,22.4,-2.4,22.6,118.6,19.0,0.10,-0.12
120048,PEARSALL 3 1,120067,PEARSALL 4 1,1,Closed,Line,NO,22.4,2.8,22.6,269.0,8.6,0.02,-2.59
260026,KENNEDALE 12 1,260025,KENNEDALE 11 2,1,Closed,Line,NO,22.5,-1.0,22.6,112.4,20.1,0.03,-0.16
110651,SUGAR LAND 43 1,110668,SUGAR LAND 49 1,1,Closed,Line,NO,-22.2,-4.1,22.5,93.3,24.2,0.01,-0.04
240008,FORT MC KAVETT 1 1,240007,ELDORADO 2 1,1,Closed,Line,NO,-21.3,7.4,22.5,281.2,8.4,0.05,-2.49
130086,MESQUITE 5 1,130277,DALLAS 29 1,2,Closed,Line,NO,-21.5,6.7,22.5,169.3,13.7,0.04,-1.68
130086,MESQUITE 5 1,130277,DALLAS 29 1,1,Closed,Line,NO,-21.5,6.7,22.5,169.3,13.7,0.04,-1.68
210294,COPPERAS COVE 3 1,210282,COPPERAS COVE 2 1,1,Closed,Line,NO,22.3,3.4,22.5,239.4,9.4,0.00,-0.23
160157,CORPUS CHRISTI 22 1,160142,CORPUS CHRISTI 10 1,1,Closed,Line,NO,-20.1,-10.1,22.5,294.2,7.7,0.01,-0.38
120008,LEAKEY 1 1,120519,RIO FRIO 1 1,1,Closed,Line,NO,-22.5,-1.2,22.5,228.7,9.8,0.01,-0.65
130048,DALLAS 2 1,130071,DALLAS 13 1,1,Closed,Line,NO,-16.9,14.9,22.5,106.9,21.1,0.05,-0.05
110607,STAFFORD 1 2,110646,SUGAR LAND 39 1,1,Closed,Line,NO,20.2,9.9,22.5,125.0,18.0,0.01,0.02
130168,DALLAS 23 1,130169,GARLAND 1 1,1,Closed,Line,NO,-5.6,-21.8,22.5,105.0,21.4,0.04,-0.03
250064,CHESTER 1 1,250068,DIBOLL 2 1,1,Closed,Line,NO,21.2,-7.4,22.5,241.2,9.3,0.03,-2.79
110259,KATY 56 1,110203,KATY 17 1,1,Closed,Line,NO,22.4,-1.0,22.5,109.8,20.5,0.01,-0.06
140190,PFLUGERVILLE 5 2,140181,PFLUGERVILLE 3 1,1,Closed,Line,NO,22.3,2.7,22.5,137.7,16.3,0.06,-0.10
170332,SUNNYVALE 3 2,170389,SUNNYVALE 4 1,1,Closed,Line,NO,-12.7,18.5,22.5,100.0,22.5,0.04,0.02
250178,ELKHART 3 1,230188,CENTERVILLE 3 1,1,Closed,Line,NO,19.7,-10.8,22.5,263.7,8.5,0.04,-3.67
110859,WILLIS 2 2,230194,MONTGOMERY 6 1,1,Closed,Line,NO,22.1,-3.8,22.5,109.5,20.5,0.11,0.23
250080,COOKVILLE 2 1,250078,COOKVILLE 1 1,1,Closed,Line,NO,-20.7,8.7,22.5,249.0,9.4,0.03,-2.35
270177,NEW BRAUNFELS 10 1,270182,MC QUEENEY 4 1,1,Closed,Line,NO,-13.4,18.0,22.4,110.5,21.0,0.14,-0.81
120076,WILLOW CITY 1 1,210120,BEND 4 1,1,Closed,Line,NO,-22.2,3.2,22.4,278.6,9.3,0.17,-9.66
110211,CYPRESS 10 1,110217,CYPRESS 12 1,1,Closed,Line,NO,-22.4,-1.5,22.4,97.6,23.0,0.05,-0.05
150052,MILLSAP 1 1,150380,MINERAL WELLS 6 1,1,Closed,Line,NO,-22.3,-1.7,22.4,260.4,8.6,0.01,-2.64
130238,DESOTO 22 1,130249,DESOTO 27 1,1,Closed,Line,NO,20.5,-8.9,22.4,109.1,20.5,0.02,-0.05
170382,GARLAND 56 1,170327,GARLAND 16 1,1,Closed,Line,NO,21.6,5.8,22.4,100.1,22.4,0.02,0.02
110836,SPRING 8 1,110521,TOMBALL 15 1,1,Closed,Line,NO,-21.4,-6.7,22.4,105.9,21.2,0.04,0.01
170173,ROWLETT 1 1,170358,GARLAND 39 1,1,Closed,Line,NO,21.4,-6.7,22.4,233.1,9.6,0.02,-3.31
130037,BALCH SPRINGS 2 1,130074,BALCH SPRINGS 4 1,1,Closed,Line,NO,-10.4,19.8,22.4,269.7,8.7,0.02,-1.21
200103,BROWNSVILLE 6 1,200112,BROWNSVILLE 10 1,1,Closed,Line,NO,16.1,-15.5,22.4,295.3,7.6,0.01,-0.12
210032,BERTRAM 3 1,210030,BERTRAM 2 1,1,Closed,Line,NO,-22.3,0.5,22.3,259.4,8.7,0.02,-2.28
110391,BAYTOWN 3 1,110555,CHANNELVIEW 12 1,1,Closed,Line,NO,-2.0,-22.3,22.3,125.2,17.9,0.14,0.03
130142,DUNCANVILLE 12 2,130265,DESOTO 33 1,1,Closed,Line,NO,0.3,-22.3,22.3,107.6,20.8,0.09,-0.18
130278,DALLAS 30 1,130302,DALLAS 46 1,1,Closed,Line,NO,14.9,-16.6,22.3,126.5,17.6,0.17,0.07
110508,TOMBALL 9 2,110517,TOMBALL 14 1,1,Closed,Line,NO,19.6,-10.6,22.3,133.1,16.7,0.05,0.09
210280,BELTON 6 1,210253,LITTLE RIVER ACADEMY 2 2,1,Closed,Line,NO,-22.0,3.6,22.3,131.7,17.0,0.09,-0.15
110137,PATTISON 1 1,110156,PATTISON 2 1,1,Closed,Line,NO,-20.3,-9.1,22.2,244.4,9.1,0.01,-1.38
140203,AUSTIN 49 1,140208,AUSTIN 51 1,1,Closed,Line,NO,-1.9,22.1,22.2,112.4,19.8,0.08,0.07
170176,SACHSE 3 1,170178,ROWLETT 3 2,1,Closed,Line,NO,20.7,-8.0,22.2,96.3,23.1,0.07,-0.14
180009,LAREDO 5 1,180021,LAREDO 16 1,1,Closed,Line,NO,-10.7,19.5,22.2,283.0,8.0,0.01,-0.38
120211,BOERNE 10 1,120356,BULVERDE 7 1,1,Closed,Line,NO,-17.8,13.3,22.2,332.9,8.6,0.01,-8.94
220120,WICKETT 1 2,220122,WICKETT 1 4,1,Closed,Transformer,YES,22.2,0.5,22.2,68.7,32.3,0.03,0.91
220120,WICKETT 1 2,220071,BARSTOW 1 1,1,Closed,Line,NO,-22.2,-0.5,22.2,237.5,9.5,0.06,-3.82
