Bus
Number,Substation Latitude,Substation Longitude,Area Num,Sub Name,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num
210245,30.7232000,-97.5573000,6,GEORGETOWN 10,GEORGETOWN 10 1,South Central,69.00,1.02138,70.475,-5.96,1.28,0.22,,3513,,,0.00,0.00,1
210246,30.8327000,-97.8624000,6,FLORENCE 5,FLORENCE 5 1,South Central,69.00,1.03331,71.298,-6.87,9.10,1.13,,3514,,,0.00,0.00,1
210247,30.8160000,-97.6190000,5,JARRELL 3,JARRELL 3 1,North Central,138.00,1.02519,141.476,-5.26,,,,3515,,,0.00,0.00,1
210248,30.8160000,-97.6190000,5,JARRELL 3,JARRELL 3 2,North Central,69.00,1.02584,70.783,-5.94,11.20,3.24,,3515,,,0.00,0.00,1
210249,30.6962000,-97.9294000,6,LIBERTY HILL 6,LIBERTY HILL 6 1,South Central,69.00,1.02020,70.393,-6.71,13.40,3.61,,3516,,,0.00,0.00,1
210250,30.6889000,-97.8896000,6,LIBERTY HILL 7,LIBERTY HILL 7 1,South Central,138.00,1.02564,141.539,-3.93,,,,3517,,,0.00,0.00,1
210251,30.6889000,-97.8896000,6,LIBERTY HILL 7,LIBERTY HILL 7 2,South Central,69.00,1.02413,70.665,-6.20,13.50,1.73,,3517,,,0.00,0.00,1
210252,31.0695000,-97.3845000,5,LITTLE RIVER ACADEMY 2,LITTLE RIVER ACADEMY 2 1,North Central,138.00,1.02548,141.516,-1.45,,,,3518,,,0.00,0.00,1
210253,31.0695000,-97.3845000,5,LITTLE RIVER ACADEMY 2,LITTLE RIVER ACADEMY 2 2,North Central,69.00,1.02076,70.432,-3.99,40.30,8.80,,3518,,,0.00,0.00,1
130199,32.8674000,-96.7088000,5,GARLAND 5,GARLAND 5 1,North Central,69.00,1.02997,71.068,-32.61,5.40,1.35,,1431,,,0.00,0.00,1
210255,31.2036000,-97.3239000,5,TROY 1,TROY 1 2,North Central,69.00,1.02422,70.671,-3.86,20.70,3.61,,3519,,,0.00,0.00,1
210256,31.0896000,-97.3492000,5,TEMPLE 1,TEMPLE 1 1,North Central,69.00,1.01695,70.170,-4.09,35.60,10.40,,3520,,,0.00,0.00,1
210257,31.0680000,-97.4635000,5,BELTON 2,BELTON 2 1,North Central,138.00,1.02313,141.192,-2.08,,,,3521,,,0.00,0.00,1
210258,31.0680000,-97.4635000,5,BELTON 2,BELTON 2 2,North Central,69.00,1.01966,70.356,-4.47,35.60,10.20,,3521,,,0.00,0.00,1
210259,31.1623000,-97.2921000,5,TROY 2,TROY 2 1,North Central,69.00,1.01668,70.151,-4.99,9.14,5.73,,3522,,,0.00,0.00,1
210260,31.0445000,-97.4951000,5,BELTON 3,BELTON 3 1,North Central,69.00,1.01751,70.208,-5.35,20.00,6.80,,3523,,,0.00,0.00,1
210261,31.1108000,-97.4254000,5,BELTON 4,BELTON 4 1,North Central,69.00,1.01810,70.249,-4.96,29.80,3.45,,3524,,,0.00,0.00,1
210262,31.0410000,-97.3948000,5,LITTLE RIVER ACADEMY 3,LITTLE RIVER ACADEMY 3 1,North Central,69.00,1.02142,70.478,-4.63,5.10,1.50,,3525,,,0.00,0.00,1
210263,31.2599000,-97.4179000,5,MOODY 3,MOODY 3 1,North Central,138.00,1.03272,142.515,-2.41,,,,3526,,,0.00,0.00,1
210264,31.2599000,-97.4179000,5,MOODY 3,MOODY 3 2,North Central,69.00,1.02912,71.009,-3.80,2.26,0.45,,3526,,,0.00,0.00,1
210265,31.1751000,-97.4549000,5,MOODY 4,MOODY 4 1,North Central,69.00,1.03603,71.486,-4.64,4.90,0.83,,3527,,,0.00,0.00,1
210266,31.2231000,-97.3920000,5,MOODY 5,MOODY 5 1,North Central,69.00,1.02652,70.830,-3.89,4.33,0.68,,3528,,,0.00,0.00,1
210267,31.1165000,-97.4960000,5,BELTON 5,BELTON 5 1,North Central,138.00,1.02858,141.944,-3.05,,,,3529,,,0.00,0.00,1
210268,31.1165000,-97.4960000,5,BELTON 5,BELTON 5 2,North Central,69.00,1.02806,70.936,-4.43,19.50,1.43,,3529,,,0.00,0.00,1
210269,31.0796000,-97.2081000,5,TEMPLE 2,TEMPLE 2 1,North Central,69.00,1.00292,69.201,-5.02,2.79,0.98,,3530,,,0.00,0.00,1
210270,31.0525000,-97.3010000,5,TEMPLE 3,TEMPLE 3 1,North Central,69.00,0.99263,68.492,-4.77,2.11,0.45,,3531,,,0.00,0.00,1
210271,31.0947000,-97.2085000,5,TEMPLE 4,TEMPLE 4 1,North Central,69.00,1.00471,69.325,-5.01,0.97,0.22,,3532,,,0.00,0.00,1
210272,31.0136000,-97.3066000,5,LITTLE RIVER ACADEMY 4,LITTLE RIVER ACADEMY 4 1,North Central,69.00,1.02178,70.503,-4.98,4.80,0.90,,3533,,,0.00,0.00,1
210273,31.0149000,-97.1342000,6,BURLINGTON 2,BURLINGTON 2 1,South Central,69.00,1.00911,69.629,-5.24,2.26,0.75,,3534,,,0.00,0.00,1
210274,31.2388000,-97.2802000,5,TROY 3,TROY 3 1,North Central,69.00,1.01772,70.223,-4.82,1.73,0.22,,3535,,,0.00,0.00,1
210275,31.0990000,-97.3677000,5,TEMPLE 5,TEMPLE 5 1,North Central,345.00,1.03414,356.777,2.86,,,,3536,,,0.00,0.00,1
210276,31.0990000,-97.3677000,5,TEMPLE 5,TEMPLE 5 2,North Central,138.00,1.02906,142.011,-0.78,,,,3536,,,0.00,0.00,1
210277,31.0990000,-97.3677000,5,TEMPLE 5,TEMPLE 5 3,North Central,69.00,1.01792,70.236,-3.88,69.40,14.06,,3536,,,0.00,0.00,1
210278,31.1045000,-97.3361000,5,TEMPLE 6,TEMPLE 6 1,North Central,138.00,1.01871,140.582,-1.96,,,,3537,,,0.00,0.00,1
210279,31.1045000,-97.3361000,5,TEMPLE 6,TEMPLE 6 2,North Central,69.00,0.99120,68.392,-4.71,91.30,59.40,,3537,,,0.00,0.00,1
210280,31.0812000,-97.4557000,5,BELTON 6,BELTON 6 1,North Central,69.00,1.01851,70.277,-4.56,19.50,3.31,,3538,,,0.00,0.00,1
210281,31.1901000,-97.4624000,5,MOODY 6,MOODY 6 1,North Central,69.00,1.03886,71.681,-4.84,10.40,2.26,,3539,,31.41,0.00,0.00,1
210282,31.1393000,-97.9123000,5,COPPERAS COVE 2,COPPERAS COVE 2 1,North Central,138.00,1.03115,142.298,-2.26,11.10,0.98,,3540,,,0.00,0.00,1
210283,30.7601000,-98.2286000,6,BURNET 6,BURNET 6 1,South Central,138.00,1.02746,141.789,-2.57,23.60,4.50,,3541,,,0.00,0.00,1
210284,31.0632000,-98.1865000,3,LAMPASAS 5,LAMPASAS 5 1,West,138.00,1.03100,142.278,-1.72,19.20,6.00,,3542,,,0.00,0.00,1
210285,31.1155000,-97.8985000,3,KEMPNER 4,KEMPNER 4 1,West,138.00,1.03047,142.205,-2.37,37.30,13.40,,3543,,,0.00,0.00,1
210286,30.7432000,-98.0548000,6,BERTRAM 5,BERTRAM 5 1,South Central,138.00,1.02854,141.939,-2.89,4.50,1.65,,3544,,,0.00,0.00,1
210287,31.2168000,-98.3930000,3,LOMETA 5,LOMETA 5 1,West,138.00,1.03762,143.192,0.89,2.49,0.83,,3545,,,0.00,0.00,1
210288,31.0751000,-97.9320000,3,KEMPNER 5,KEMPNER 5 1,West,138.00,1.02983,142.116,-2.50,10.90,3.54,,3546,,,0.00,0.00,1
210289,31.1366000,-97.8300000,5,FORT HOOD 5,FORT HOOD 5 1,North Central,138.00,1.03110,142.292,-2.41,10.90,2.18,,3547,,,0.00,0.00,1
111069,30.0230000,-95.3839000,7,SPRING 32,SPRING 32 3,Coast,69.00,0.97507,67.280,-28.06,58.60,19.20,,755,,,0.00,0.00,1
210291,30.8152000,-98.3776000,3,BUCHANAN DAM 1,BUCHANAN DAM 1 1,West,138.00,1.03266,142.507,-0.21,7.80,1.58,,3549,,,0.00,0.00,1
210292,31.1049000,-97.9957000,3,KEMPNER 7,KEMPNER 7 1,West,138.00,1.03543,142.890,-1.45,1.73,0.60,,3550,,,0.00,0.00,1
210293,30.7580000,-98.3010000,6,BURNET 7,BURNET 7 1,South Central,138.00,1.02764,141.814,-2.45,1.15,0.38,,3551,,,0.00,0.00,1
110534,29.6455000,-95.0581000,7,LA PORTE 2,LA PORTE 2 1,Coast,138.00,1.02687,141.708,-23.00,,,,369,,,0.00,0.00,1
210295,31.6801000,-98.9674000,5,EARLY 3,EARLY 3 1,North Central,138.00,1.02897,141.998,4.86,35.60,11.49,,3553,,,0.00,0.00,1
210296,31.4523000,-98.5724000,5,GOLDTHWAITE 5,GOLDTHWAITE 5 1,North Central,138.00,1.03601,142.969,3.26,8.10,2.26,,3554,,,0.00,0.00,1
210297,32.1009000,-98.4650000,5,DE LEON 3,DE LEON 3 1,North Central,138.00,1.03769,143.201,-2.26,15.50,1.43,,3555,,,0.00,0.00,1
210298,31.9065000,-98.5954000,5,COMANCHE 3,COMANCHE 3 1,North Central,138.00,1.04653,144.421,4.70,16.80,5.70,,3556,,,0.00,0.00,1
210299,31.8243000,-98.7897000,5,BLANKET 2,BLANKET 2 1,North Central,138.00,1.04162,143.743,5.79,1.06,0.30,,3557,,,0.00,0.00,1
210301,31.7113000,-98.9746000,5,BROWNWOOD 1,BROWNWOOD 1 1,North Central,138.00,1.02806,141.873,4.72,50.60,13.35,,3558,,,0.00,0.00,1
210302,32.0863000,-98.3393000,5,DUBLIN 5,DUBLIN 5 1,North Central,138.00,1.03835,143.293,-3.52,11.80,3.98,,3559,,,0.00,0.00,1
210303,31.7801000,-97.5824000,5,CLIFTON 4,CLIFTON 4 1,North Central,138.00,1.03782,143.220,-1.55,17.40,3.09,,3560,,,0.00,0.00,1
210304,31.9257000,-97.6549000,5,MERIDIAN 3,MERIDIAN 3 1,North Central,138.00,1.03830,143.285,-3.21,6.00,1.80,,3561,,0.00,0.00,0.00,1
210305,31.7029000,-98.1211000,5,HAMILTON 4,HAMILTON 4 1,North Central,138.00,1.04638,144.400,2.23,9.30,0.45,,3562,,,0.00,0.00,1
210306,31.4258000,-97.7219000,5,GATESVILLE 7,GATESVILLE 7 1,North Central,345.00,1.04658,361.070,3.13,,,,3563,,50.01,0.00,0.00,1
210307,31.4258000,-97.7219000,5,GATESVILLE 7,GATESVILLE 7 2,North Central,138.00,1.03892,143.371,-0.48,22.10,6.30,,3563,,,0.00,0.00,1
210308,31.4258000,-97.7219000,5,GATESVILLE 7,GATESVILLE 7 3,North Central,13.80,1.04366,14.402,1.84,,,,3563,,,0.00,0.00,1
210309,31.4258000,-97.7219000,5,GATESVILLE 7,GATESVILLE 7 4,North Central,1.000,1.04366,1.044,1.84,,,,3563,,,0.00,0.00,1
210310,31.4253000,-97.6968000,5,GATESVILLE 8,GATESVILLE 8 1,North Central,138.00,1.03936,143.431,-1.31,2.56,0.68,,3564,,,0.00,0.00,1
110267,29.8890000,-95.6834000,7,KATY 60,KATY 60 1,Coast,69.00,1.03703,71.555,-25.06,6.70,1.65,,167,,110.45,0.00,0.00,1
210312,31.4179000,-97.5102000,5,OGLESBY 5,OGLESBY 5 1,North Central,138.00,1.03519,142.856,-1.88,1.65,0.45,,3566,,,0.00,0.00,1
210313,31.9845000,-98.0318000,5,HICO 3,HICO 3 1,North Central,138.00,1.03864,143.332,-3.67,3.16,0.68,,3567,,,0.00,0.00,1
210314,31.3094000,-96.8918000,5,MARLIN 2,MARLIN 2 1,North Central,138.00,1.04384,144.050,2.72,18.60,6.30,,3568,,,0.00,0.00,1
180135,26.6491000,-99.0387000,4,LOPENO 3,LOPENO 3 1,South,345.00,1.04000,358.800,31.57,,,,2994,,-58.98,0.00,0.00,1
210316,31.0755000,-96.9758000,5,ROSEBUD 2,ROSEBUD 2 1,North Central,138.00,1.03914,143.401,-0.76,5.00,0.90,,3570,,,0.00,0.00,1
210317,30.7507000,-98.4176000,3,BUCHANAN DAM 2,BUCHANAN DAM 2 1,West,345.00,1.03708,357.792,1.84,,,,3571,,,0.00,0.00,1
210318,30.7507000,-98.4176000,3,BUCHANAN DAM 2,BUCHANAN DAM 2 2,West,138.00,1.03673,143.068,1.02,,,,3571,,,0.00,0.00,1
130198,32.8099000,-96.6374000,5,MESQUITE 32,MESQUITE 32 1,North Central,69.00,1.03147,71.171,-30.75,9.65,1.65,,1430,,,0.00,0.00,1
180133,27.4400000,-98.9100000,4,BRUNI 2,BRUNI 2 2,South,138.00,1.04562,144.296,25.11,,,,2993,,,0.00,0.00,1
210321,30.7316000,-98.3854000,3,BUCHANAN DAM 3,BUCHANAN DAM 3 1,West,138.00,1.03533,142.876,0.48,,,,3572,,,0.00,0.00,1
210322,30.7316000,-98.3854000,3,BUCHANAN DAM 3,BUCHANAN DAM 3 2,West,18.00,1.03533,18.636,0.48,,,0.00,3572,0.00,,0.00,0.00,1
180132,27.4400000,-98.9100000,4,BRUNI 2,BRUNI 2 1,South,345.00,1.04427,360.272,26.34,,,,2993,,,0.00,0.00,1
210324,31.8695000,-97.3667000,5,WHITNEY 4,WHITNEY 4 2,North Central,138.00,1.03856,143.321,-1.61,,,,3573,,,0.00,0.00,1
130197,32.8164000,-96.6518000,5,MESQUITE 31,MESQUITE 31 1,North Central,69.00,1.02839,70.959,-30.79,20.00,2.48,,1429,,,0.00,0.00,1
210326,31.8595000,-97.3586000,5,WHITNEY 5,WHITNEY 5 1,North Central,345.00,1.04118,359.207,1.51,,,,3574,,0.00,0.00,0.00,1
111068,30.0230000,-95.3839000,7,SPRING 32,SPRING 32 2,Coast,138.00,1.00657,138.906,-23.47,128.30,88.50,,755,,,0.00,0.00,1
180130,27.3200000,-99.0000000,4,MIRANDO CITY 7,MIRANDO CITY 7 2,South,138.00,1.04422,144.102,26.85,,,,2992,,,0.00,0.00,1
130196,32.8499000,-96.6789000,5,GARLAND 4,GARLAND 4 1,North Central,69.00,1.03299,71.276,-31.04,7.00,1.65,,1428,,,0.00,0.00,1
180129,27.3200000,-99.0000000,4,MIRANDO CITY 7,MIRANDO CITY 7 1,South,345.00,1.04354,360.021,26.89,,,,2992,,,0.00,0.00,1
130195,32.8577000,-96.6954000,5,GARLAND 3,GARLAND 3 1,North Central,69.00,1.03683,71.542,-31.67,4.70,1.20,,1427,,,0.00,0.00,1
210332,31.4745000,-96.9571000,5,RIESEL 5,RIESEL 5 1,North Central,345.00,1.03800,358.110,5.42,,,,3575,,,0.00,0.00,1
210333,31.4745000,-96.9571000,5,RIESEL 5,RIESEL 5 2,North Central,138.00,1.04006,143.528,4.22,,,,3575,,,0.00,0.00,1
111067,30.0230000,-95.3839000,7,SPRING 32,SPRING 32 1,Coast,345.00,1.03153,355.877,-17.11,,,,755,,,0.00,0.00,1
210335,31.0559000,-97.3172000,5,TEMPLE 7,TEMPLE 7 1,North Central,345.00,1.03600,357.420,3.99,,,,3576,,,0.00,0.00,1
110533,29.7333000,-95.0908000,7,DEER PARK 2,DEER PARK 2 1,Coast,69.00,1.01897,70.309,-27.00,45.60,7.50,,368,,,0.00,0.00,1
180127,27.1800000,-98.9167000,4,HEBBRONVILLE 3,HEBBRONVILLE 3 1,South,138.00,1.04427,144.110,26.70,,,,2991,,,0.00,0.00,1
210338,31.0559000,-97.3172000,5,TEMPLE 7,TEMPLE 7 4,North Central,13.80,1.03600,14.297,3.99,,,0.00,3576,0.00,,0.00,0.00,1
130194,32.8064000,-96.6474000,5,MESQUITE 30,MESQUITE 30 1,North Central,69.00,1.03137,71.164,-30.50,14.50,4.52,,1426,,14.68,0.00,0.00,1
180125,26.3806000,-98.8183000,4,GRULLA 2,GRULLA 2 2,South,138.00,1.04286,143.915,31.60,,,,2990,,,0.00,0.00,1
180124,26.3806000,-98.8183000,4,GRULLA 2,GRULLA 2 1,South,345.00,1.04000,358.800,33.16,,,,2990,,-30.92,0.00,0.00,1
210342,31.3834000,-98.4667000,5,GOLDTHWAITE 6,GOLDTHWAITE 6 1,North Central,345.00,1.04821,361.634,8.06,,,,3577,,0.00,0.00,0.00,1
210343,31.3834000,-98.4667000,5,GOLDTHWAITE 6,GOLDTHWAITE 6 2,North Central,138.00,1.03782,143.219,2.20,,,,3577,,,0.00,0.00,1
210344,31.3834000,-98.4667000,5,GOLDTHWAITE 6,GOLDTHWAITE 6 3,North Central,13.80,1.04622,14.438,7.21,,,,3577,,,0.00,0.00,1
210345,31.3834000,-98.4667000,5,GOLDTHWAITE 6,GOLDTHWAITE 6 4,North Central,1.000,1.04622,1.046,7.21,,,,3577,,,0.00,0.00,1
130193,32.8168000,-96.6120000,5,MESQUITE 29,MESQUITE 29 4,North Central,1.000,1.02635,1.026,-28.75,,,,1425,,,0.00,0.00,1
111066,30.0098000,-95.2900000,7,HUMBLE 11,HUMBLE 11 1,Coast,69.00,0.98809,68.178,-27.43,4.80,1.73,,754,,,0.00,0.00,1
210348,31.8226000,-98.6906000,5,COMANCHE 4,COMANCHE 4 2,North Central,138.00,1.05016,144.922,5.49,,,,3578,,,0.00,0.00,1
180122,26.3886000,-98.8061000,4,RIO GRANDE CITY 5,RIO GRANDE CITY 5 1,South,138.00,1.04294,143.926,31.77,,,,2989,,,0.00,0.00,1
210350,31.1151000,-97.8451000,5,FORT HOOD 6,FORT HOOD 6 1,North Central,138.00,1.03229,142.455,-2.34,,,,3579,,,0.00,0.00,1
210351,31.1151000,-97.8451000,5,FORT HOOD 6,FORT HOOD 6 2,North Central,13.80,1.03229,14.246,-2.34,,,0.00,3579,0.00,,0.00,0.00,1
210352,31.6845000,-98.6034000,5,PRIDDY 4,PRIDDY 4 1,North Central,345.00,1.04829,361.659,6.87,,,,3580,,0.00,0.00,0.00,1
210353,31.6845000,-98.6034000,5,PRIDDY 4,PRIDDY 4 2,North Central,138.00,1.05049,144.968,5.99,,,,3580,,,0.00,0.00,1
130192,32.8168000,-96.6120000,5,MESQUITE 29,MESQUITE 29 3,North Central,13.80,1.02635,14.164,-28.75,,,,1425,,,0.00,0.00,1
210355,31.9339000,-97.6537000,5,MERIDIAN 4,MERIDIAN 4 1,North Central,138.00,1.03836,143.294,-3.25,,,,3581,,,0.00,0.00,1
210356,31.9339000,-97.6537000,5,MERIDIAN 4,MERIDIAN 4 2,North Central,13.80,1.03836,14.329,-3.25,,,,3581,,,0.00,0.00,1
210357,31.2912000,-97.2607000,5,EDDY 2,EDDY 2 1,North Central,138.00,1.03425,142.726,-1.66,,,,3582,,,0.00,0.00,1
210358,31.2912000,-97.2607000,5,EDDY 2,EDDY 2 2,North Central,13.80,1.03425,14.273,-1.66,,,0.00,3582,0.00,,0.00,0.00,1
210359,31.4742000,-97.1412000,5,HEWITT 8,HEWITT 8 1,North Central,138.00,1.03341,142.611,-1.85,7.80,1.88,,3583,,,0.00,0.00,1
210360,31.4742000,-97.1412000,5,HEWITT 8,HEWITT 8 2,North Central,18.00,1.03341,18.601,-1.85,,,,3583,,,0.00,0.00,1
220001,31.3752000,-103.5300000,1,PECOS 1,PECOS 1 1,Far West,138.00,1.04159,143.739,43.10,33.84,6.20,,3584,,,0.00,0.00,1
220003,30.4647000,-103.9640000,1,MARFA 1,MARFA 1 1,Far West,138.00,1.05648,145.794,37.67,27.30,6.80,,3585,,,0.00,0.00,1
220004,31.7092000,-104.5730000,1,SALT FLAT 1,SALT FLAT 1 1,Far West,138.00,1.05167,145.130,40.38,1.79,0.56,,3586,,-8.18,0.00,0.00,1
220005,30.9976000,-104.7690000,1,VAN HORN 1,VAN HORN 1 1,Far West,138.00,1.06144,146.478,38.65,10.10,1.58,,3587,,-8.11,0.00,0.00,1
220006,29.4262000,-103.5100000,1,TERLINGUA 1,TERLINGUA 1 1,Far West,138.00,1.09213,150.714,34.78,7.17,2.26,,3588,,,0.00,0.00,1
220007,29.4871000,-103.3810000,1,TERLINGUA 2,TERLINGUA 2 1,Far West,138.00,1.09225,150.731,34.78,,,,3589,,-0.72,0.00,0.00,1
220008,30.7145000,-102.3080000,1,IRAAN 1,IRAAN 1 1,Far West,138.00,1.03898,143.380,43.77,2.64,0.38,,3590,,,0.00,0.00,1
220009,30.0800000,-102.3280000,1,SANDERSON 1,SANDERSON 1 1,Far West,138.00,1.04181,143.770,30.97,3.80,1.35,,3591,,,0.00,0.00,1
220010,30.6747000,-104.1510000,1,FORT DAVIS 1,FORT DAVIS 1 1,Far West,138.00,1.06355,146.770,39.53,3.02,0.74,,3592,,,0.00,0.00,1
220011,30.0282000,-104.3150000,1,PRESIDIO 1,PRESIDIO 1 1,Far West,138.00,1.08203,149.320,36.36,,,,3593,,,0.00,0.00,1
180120,27.4881000,-99.0053000,4,MIRANDO CITY 6,MIRANDO CITY 6 1,South,138.00,1.04421,144.101,24.85,,,,2988,,,0.00,0.00,1
220014,31.5937000,-103.8210000,1,PECOS 2,PECOS 2 1,Far West,138.00,1.04232,143.840,42.56,,,,3595,,-4.24,0.00,0.00,1
220015,30.9435000,-103.6720000,1,BALMORHEA 1,BALMORHEA 1 1,Far West,138.00,1.05307,145.324,41.04,7.80,0.83,,3596,,,0.00,0.00,1
220016,31.0127000,-102.8930000,1,COYANOSA 1,COYANOSA 1 1,Far West,138.00,1.04360,144.016,43.24,,,,3597,,,0.00,0.00,1
130191,32.8168000,-96.6120000,5,MESQUITE 29,MESQUITE 29 2,North Central,69.00,1.03137,71.165,-30.47,5.00,1.28,,1425,,,0.00,0.00,1
220018,30.8578000,-102.8640000,1,FORT STOCKTON 2,FORT STOCKTON 2 1,Far West,138.00,1.03863,143.331,43.28,32.80,7.70,,3599,,,0.00,0.00,1
220019,30.3449000,-103.6610000,1,MARFA 2,MARFA 2 1,Far West,138.00,1.06671,147.206,36.09,2.03,0.65,,3600,,,0.00,0.00,1
220020,30.2008000,-103.1890000,1,MARATHON 1,MARATHON 1 1,Far West,138.00,1.06226,146.591,34.82,6.30,2.18,,3601,,,0.00,0.00,1
111065,30.0779000,-95.3443000,7,SPRING 31,SPRING 31 1,Coast,69.00,0.97516,67.286,-27.98,9.00,2.26,,753,,,0.00,0.00,1
220022,30.2827000,-103.5750000,1,MARFA 3,MARFA 3 1,Far West,138.00,1.06488,146.953,35.37,22.90,2.86,,3603,,,0.00,0.00,1
220023,30.0863000,-102.4900000,1,SANDERSON 2,SANDERSON 2 1,Far West,138.00,1.03932,143.426,34.66,0.68,0.18,,3604,,,0.00,0.00,1
220024,30.4130000,-104.6470000,1,VALENTINE 1,VALENTINE 1 1,Far West,138.00,1.07049,147.728,38.13,0.78,0.30,,3605,,-9.40,0.00,0.00,1
220025,29.7468000,-104.5450000,1,PRESIDIO 3,PRESIDIO 3 1,Far West,138.00,1.08534,149.777,36.00,,,,3606,,,0.00,0.00,1
220026,30.7353000,-101.7600000,1,SHEFFIELD 1,SHEFFIELD 1 1,Far West,138.00,1.00334,138.461,33.14,94.90,63.26,,3607,,,0.00,0.00,1
220027,30.8290000,-101.6210000,1,SHEFFIELD 2,SHEFFIELD 2 1,Far West,138.00,1.01568,140.164,32.30,,,,3608,,,0.00,0.00,1
220028,30.2257000,-101.8250000,1,DRYDEN 1,DRYDEN 1 1,Far West,138.00,1.05647,145.794,23.48,1.02,0.15,,3609,,,0.00,0.00,1
110532,29.7212000,-95.1283000,7,DEER PARK 1,DEER PARK 1 1,Coast,69.00,1.02559,70.766,-27.44,18.90,5.20,,367,,,0.00,0.00,1
220030,31.8328000,-102.5930000,1,NOTREES 1,NOTREES 1 1,Far West,138.00,1.03250,142.486,25.12,0.48,0.12,,3611,,,0.00,0.00,1
220031,32.3485000,-101.4580000,1,BIG SPRING 1,BIG SPRING 1 1,Far West,138.00,1.02846,141.927,26.46,5.70,0.30,,3612,,,0.00,0.00,1
220032,32.4174000,-101.6430000,1,KNOTT 1,KNOTT 1 1,Far West,138.00,1.03575,142.934,26.31,1.95,0.68,,3613,,,0.00,0.00,1
110266,29.8873000,-95.6586000,7,KATY 59,KATY 59 1,Coast,69.00,1.03475,71.398,-24.69,7.20,0.53,,166,,44.99,0.00,0.00,1
220034,32.0273000,-102.3170000,1,GARDENDALE 1,GARDENDALE 1 1,Far West,138.00,1.02758,141.806,23.09,2.11,0.22,,3615,,,0.00,0.00,1
220035,32.0759000,-102.0290000,1,MIDLAND 1,MIDLAND 1 1,Far West,138.00,1.03534,142.876,22.44,0.32,0.12,,3616,,,0.00,0.00,1
220036,31.9357000,-101.9510000,1,MIDLAND 2,MIDLAND 2 1,Far West,138.00,1.03301,142.556,24.98,5.60,1.95,,3617,,,0.00,0.00,1
110133,29.0388000,-96.5128000,7,GANADO 2,GANADO 2 1,Coast,138.00,1.02422,141.342,-4.92,6.30,1.95,,45,,,0.00,0.00,1
220038,32.0396000,-101.8850000,1,STANTON 1,STANTON 1 1,Far West,138.00,1.03113,142.296,24.39,2.34,0.83,,3619,,,0.00,0.00,1
220039,32.1604000,-101.4590000,1,BIG SPRING 2,BIG SPRING 2 1,Far West,138.00,1.03399,142.690,26.67,5.10,0.30,,3620,,,0.00,0.00,1
220040,31.8168000,-102.7140000,1,NOTREES 2,NOTREES 2 1,Far West,138.00,1.03319,142.580,24.96,0.80,0.22,,3621,,,0.00,0.00,1
180118,27.5762000,-98.9053000,4,OILTON 5,OILTON 5 1,South,138.00,1.04657,144.426,24.62,,,,2987,,,0.00,0.00,1
220042,31.8741000,-102.0810000,1,MIDLAND 3,MIDLAND 3 1,Far West,138.00,1.03228,142.455,22.03,1.26,0.38,,3623,,,0.00,0.00,1
220043,31.6936000,-101.9720000,1,MIDKIFF 1,MIDKIFF 1 1,Far West,138.00,1.04139,143.712,26.71,3.39,1.11,,3624,,,0.00,0.00,1
220044,31.9989000,-102.5140000,1,GOLDSMITH 1,GOLDSMITH 1 1,Far West,138.00,1.03775,143.210,26.03,0.43,0.09,,3625,,,0.00,0.00,1
130190,32.8168000,-96.6120000,5,MESQUITE 29,MESQUITE 29 1,North Central,138.00,1.02364,141.262,-27.68,,,,1425,,,0.00,0.00,1
220046,32.2371000,-101.3470000,1,BIG SPRING 3,BIG SPRING 3 1,Far West,138.00,1.02959,142.084,26.88,0.23,0.04,,3627,,,0.00,0.00,1
220047,32.2710000,-101.2420000,1,COAHOMA 2,COAHOMA 2 1,Far West,138.00,1.03399,142.690,26.76,0.69,0.18,,3628,,,0.00,0.00,1
220048,32.2940000,-101.5970000,1,KNOTT 3,KNOTT 3 1,Far West,138.00,1.03486,142.810,26.49,0.78,0.08,,3629,,,0.00,0.00,1
180116,26.5576000,-99.1642000,4,FALCON HEIGHTS 1,FALCON HEIGHTS 1 4,South,1.000,1.04004,1.040,28.96,,,,2986,,,0.00,0.00,1
220050,31.7311000,-102.3830000,1,ODESSA 2,ODESSA 2 1,Far West,138.00,1.02899,142.001,27.00,2.86,0.68,,3631,,,0.00,0.00,1
220051,31.7916000,-101.8660000,1,MIDKIFF 2,MIDKIFF 2 1,Far West,138.00,1.04257,143.875,26.59,1.12,0.30,,3632,,,0.00,0.00,1
220052,31.6690000,-102.7290000,1,NOTREES 3,NOTREES 3 1,Far West,138.00,1.03346,142.617,24.82,0.35,0.11,,3633,,,0.00,0.00,1
130189,32.8206000,-96.6725000,5,MESQUITE 28,MESQUITE 28 1,North Central,69.00,1.02915,71.011,-30.17,14.80,4.67,,1424,,,0.00,0.00,1
220054,31.6590000,-102.4990000,1,NOTREES 4,NOTREES 4 1,Far West,138.00,1.02961,142.086,26.33,5.29,1.20,,3635,,,0.00,0.00,1
220055,32.0531000,-102.7570000,1,GOLDSMITH 2,GOLDSMITH 2 1,Far West,138.00,1.02209,141.049,33.36,0.69,0.08,,3636,,,0.00,0.00,1
